741;1682;Villars-Bramard;VD
742;1682;Dompierre VD;VD
743;1535;Combremont-Grand;VD
744;1562;Corcelles-Payerne;VD
745;1563;Dompierre FR;FR
746;1564;Domdidier;FR
751;1565;Missy;VD
752;1475;Autavaux;FR
753;1567;Delley;FR
754;1568;Portalban;FR
755;1566;St-Aubin FR;FR
757;1580;Avenches;VD
758;1582;Donatyre;VD
759;1583;Villarepos;FR
763;1584;Villars-le-Grand;VD
764;1585;Salavaux;VD
765;1586;Vallamand;VD
766;1587;Montmagny;VD
767;1589;Chabrey;VD
768;1587;Constantine;VD
770;1588;Cudrefin;VD
772;1595;Faoug;VD
778;1607;Palézieux-Village;VD
779;1610;Châtillens;VD
780;1673;Ecublens FR;FR
781;1525;Henniez;VD
782;1524;Marnand;VD
783;1090;La Croix (Lutry);VD
784;1091;Grandvaux;VD
785;1091;Aran;VD
786;1070;Puidoux;VD
788;1071;Chexbres;VD
789;1072;Forel (Lavaux);VD
790;1607;Palézieux;VD
791;1614;Granges (Veveyse);FR
792;1615;Bossonnens;FR
793;1616;Attalens;FR
794;1617;Remaufens;FR
795;1618;Châtel-St-Denis;FR
797;1619;Les Paccots;FR
798;1623;Semsales;FR
800;1624;La Verrerie;FR
801;1627;Vaulruz;FR
802;1628;Vuadens;FR
803;1630;Bulle;FR
807;1633;Vuippens;FR
808;1642;Sorens;FR
809;1643;Gumefens;FR
810;1644;Avry-devant-Pont;FR
811;1645;Le Bry;FR
812;1646;Echarlens;FR
813;1647;Corbières;FR
814;1648;Hauteville;FR
816;1656;Im Fang;FR
817;1656;Jaun;FR
818;1657;Abländschen;BE
819;1654;Cerniat FR;FR
820;1651;Villarvolard;FR
821;1652;Botterens;FR
822;1638;Morlon;FR
823;1663;Moléson-s-Gruyères;FR
827;1632;Riaz;FR
828;1633;Marsens;FR
829;1634;La Roche FR;FR
830;1649;Pont-la-Ville;FR
831;1635;La Tour-de-Trême;FR
832;1636;Broc;FR
833;1637;Charmey (Gruyère);FR
836;1661;Pâquier-Montbarry;FR
837;1663;Pringy;FR
838;1665;Estavannens;FR
839;1667;Enney;FR
840;1669;Neirivue;FR
841;1669;Albeuve;FR
842;1663;Gruyères;FR
843;1663;Epagny;FR
845;1666;Grandvillard;FR
846;1610;Oron-la-Ville;VD
856;1675;Vauderens;FR
857;1670;Ursy;FR
858;1674;Vuarmarens;FR
859;1673;Rue;FR
860;1673;Promasens;FR
862;1678;Siviriez;FR
863;1679;Villaraboud;FR
864;1676;Chavannes-Forts;FR
865;1677;Prez-vers-Siviriez;FR
867;1680;Romont FR;FR
879;1681;Billens;FR
880;1682;Prévonloup;VD
881;1683;Brenles;VD
